institution,year,status,total
Norges Geotekniske Institutt,2013,hybrid,1
Norges Geotekniske Institutt,2013,green,9
Norges Geotekniske Institutt,2013,closed,42
Norges Geotekniske Institutt,2014,gold,6
Norges Geotekniske Institutt,2014,hybrid,6
Norges Geotekniske Institutt,2014,green,12
Norges Geotekniske Institutt,2014,closed,60
Norges Geotekniske Institutt,2015,diamond,2
Norges Geotekniske Institutt,2015,gold,6
Norges Geotekniske Institutt,2015,hybrid,5
Norges Geotekniske Institutt,2015,green,6
Norges Geotekniske Institutt,2015,closed,48
Norges Geotekniske Institutt,2016,diamond,4
Norges Geotekniske Institutt,2016,gold,8
Norges Geotekniske Institutt,2016,hybrid,4
Norges Geotekniske Institutt,2016,green,10
Norges Geotekniske Institutt,2016,closed,47
Norges Geotekniske Institutt,2017,gold,15
Norges Geotekniske Institutt,2017,hybrid,14
Norges Geotekniske Institutt,2017,green,33
Norges Geotekniske Institutt,2017,closed,65
Norges Geotekniske Institutt,2018,gold,9
Norges Geotekniske Institutt,2018,hybrid,13
Norges Geotekniske Institutt,2018,green,35
Norges Geotekniske Institutt,2018,closed,23
Norges Geotekniske Institutt,2019,diamond,3
Norges Geotekniske Institutt,2019,gold,21
Norges Geotekniske Institutt,2019,hybrid,12
Norges Geotekniske Institutt,2019,hybrid_agreement,9
Norges Geotekniske Institutt,2019,green,27
Norges Geotekniske Institutt,2019,closed,33
Norges Geotekniske Institutt,2020,diamond,4
Norges Geotekniske Institutt,2020,gold,22
Norges Geotekniske Institutt,2020,hybrid,12
Norges Geotekniske Institutt,2020,hybrid_agreement,37
Norges Geotekniske Institutt,2020,green,17
Norges Geotekniske Institutt,2020,closed,33
Norges Geotekniske Institutt,2021,diamond,2
Norges Geotekniske Institutt,2021,gold,53
Norges Geotekniske Institutt,2021,hybrid,16
Norges Geotekniske Institutt,2021,hybrid_agreement,26
Norges Geotekniske Institutt,2021,green,17
Norges Geotekniske Institutt,2021,closed,28
Norges Geotekniske Institutt,2022,diamond,3
Norges Geotekniske Institutt,2022,gold,26
Norges Geotekniske Institutt,2022,hybrid,21
Norges Geotekniske Institutt,2022,hybrid_agreement,34
Norges Geotekniske Institutt,2022,green,18
Norges Geotekniske Institutt,2022,closed,47
Norges Geotekniske Institutt,2023,diamond,4
Norges Geotekniske Institutt,2023,gold,31
Norges Geotekniske Institutt,2023,hybrid,21
Norges Geotekniske Institutt,2023,hybrid_agreement,41
Norges Geotekniske Institutt,2023,green,10
Norges Geotekniske Institutt,2023,closed,33
Norges Geotekniske Institutt,2024,diamond,6
Norges Geotekniske Institutt,2024,gold,40
Norges Geotekniske Institutt,2024,hybrid,19
Norges Geotekniske Institutt,2024,hybrid_agreement,46
Norges Geotekniske Institutt,2024,green,17
Norges Geotekniske Institutt,2024,deposited,1
Norges Geotekniske Institutt,2024,closed,30
Norges Geotekniske Institutt,2025,diamond,4
Norges Geotekniske Institutt,2025,gold,40
Norges Geotekniske Institutt,2025,hybrid,25
Norges Geotekniske Institutt,2025,hybrid_agreement,29
Norges Geotekniske Institutt,2025,green,14
Norges Geotekniske Institutt,2025,deposited,1
Norges Geotekniske Institutt,2025,closed,36
Norges Handelshøyskole,2013,diamond,1
Norges Handelshøyskole,2013,gold,6
Norges Handelshøyskole,2013,hybrid,1
Norges Handelshøyskole,2013,green,51
Norges Handelshøyskole,2013,closed,91
Norges Handelshøyskole,2014,diamond,2
Norges Handelshøyskole,2014,gold,6
Norges Handelshøyskole,2014,hybrid,4
Norges Handelshøyskole,2014,green,53
Norges Handelshøyskole,2014,deposited,1
Norges Handelshøyskole,2014,closed,98
Norges Handelshøyskole,2015,diamond,4
Norges Handelshøyskole,2015,gold,8
Norges Handelshøyskole,2015,hybrid,6
Norges Handelshøyskole,2015,green,32
Norges Handelshøyskole,2015,closed,120
Norges Handelshøyskole,2016,diamond,2
Norges Handelshøyskole,2016,gold,15
Norges Handelshøyskole,2016,hybrid,2
Norges Handelshøyskole,2016,green,37
Norges Handelshøyskole,2016,deposited,3
Norges Handelshøyskole,2016,closed,137
Norges Handelshøyskole,2017,diamond,3
Norges Handelshøyskole,2017,gold,6
Norges Handelshøyskole,2017,hybrid,3
Norges Handelshøyskole,2017,green,50
Norges Handelshøyskole,2017,deposited,1
Norges Handelshøyskole,2017,closed,136
Norges Handelshøyskole,2018,diamond,3
Norges Handelshøyskole,2018,gold,6
Norges Handelshøyskole,2018,hybrid,11
Norges Handelshøyskole,2018,green,48
Norges Handelshøyskole,2018,closed,107
Norges Handelshøyskole,2019,diamond,3
Norges Handelshøyskole,2019,gold,13
Norges Handelshøyskole,2019,hybrid,10
Norges Handelshøyskole,2019,hybrid_agreement,9
Norges Handelshøyskole,2019,green,41
Norges Handelshøyskole,2019,deposited,1
Norges Handelshøyskole,2019,closed,105
Norges Handelshøyskole,2020,diamond,2
Norges Handelshøyskole,2020,gold,12
Norges Handelshøyskole,2020,hybrid,22
Norges Handelshøyskole,2020,hybrid_agreement,25
Norges Handelshøyskole,2020,green,44
Norges Handelshøyskole,2020,deposited,1
Norges Handelshøyskole,2020,closed,95
Norges Handelshøyskole,2021,diamond,11
Norges Handelshøyskole,2021,gold,20
Norges Handelshøyskole,2021,hybrid,23
Norges Handelshøyskole,2021,hybrid_agreement,38
Norges Handelshøyskole,2021,green,36
Norges Handelshøyskole,2021,closed,80
Norges Handelshøyskole,2022,diamond,6
Norges Handelshøyskole,2022,gold,25
Norges Handelshøyskole,2022,hybrid,26
Norges Handelshøyskole,2022,hybrid_agreement,38
Norges Handelshøyskole,2022,green,25
Norges Handelshøyskole,2022,deposited,1
Norges Handelshøyskole,2022,closed,71
Norges Handelshøyskole,2023,diamond,6
Norges Handelshøyskole,2023,gold,18
Norges Handelshøyskole,2023,hybrid,30
Norges Handelshøyskole,2023,hybrid_agreement,52
Norges Handelshøyskole,2023,green,18
Norges Handelshøyskole,2023,deposited,2
Norges Handelshøyskole,2023,closed,57
Norges Handelshøyskole,2024,diamond,11
Norges Handelshøyskole,2024,gold,30
Norges Handelshøyskole,2024,hybrid,37
Norges Handelshøyskole,2024,hybrid_agreement,43
Norges Handelshøyskole,2024,green,18
Norges Handelshøyskole,2024,closed,68
Norges Handelshøyskole,2025,diamond,7
Norges Handelshøyskole,2025,gold,26
Norges Handelshøyskole,2025,hybrid,63
Norges Handelshøyskole,2025,hybrid_agreement,51
Norges Handelshøyskole,2025,green,29
Norges Handelshøyskole,2025,deposited,6
Norges Handelshøyskole,2025,closed,40
Norges geologiske undersøkelse,2016,gold,1
Norges geologiske undersøkelse,2019,diamond,7
Norges geologiske undersøkelse,2019,gold,17
Norges geologiske undersøkelse,2019,hybrid,8
Norges geologiske undersøkelse,2019,hybrid_agreement,7
Norges geologiske undersøkelse,2019,green,20
Norges geologiske undersøkelse,2019,closed,36
Norges geologiske undersøkelse,2020,diamond,3
Norges geologiske undersøkelse,2020,gold,27
Norges geologiske undersøkelse,2020,hybrid,10
Norges geologiske undersøkelse,2020,hybrid_agreement,13
Norges geologiske undersøkelse,2020,green,27
Norges geologiske undersøkelse,2020,closed,30
Norges geologiske undersøkelse,2021,diamond,5
Norges geologiske undersøkelse,2021,gold,19
Norges geologiske undersøkelse,2021,hybrid,20
Norges geologiske undersøkelse,2021,hybrid_agreement,15
Norges geologiske undersøkelse,2021,green,12
Norges geologiske undersøkelse,2021,closed,22
Norges geologiske undersøkelse,2022,diamond,6
Norges geologiske undersøkelse,2022,gold,27
Norges geologiske undersøkelse,2022,hybrid,15
Norges geologiske undersøkelse,2022,hybrid_agreement,19
Norges geologiske undersøkelse,2022,green,10
Norges geologiske undersøkelse,2022,closed,18
Norges geologiske undersøkelse,2023,diamond,5
Norges geologiske undersøkelse,2023,gold,25
Norges geologiske undersøkelse,2023,hybrid,10
Norges geologiske undersøkelse,2023,hybrid_agreement,13
Norges geologiske undersøkelse,2023,green,5
Norges geologiske undersøkelse,2023,deposited,1
Norges geologiske undersøkelse,2023,closed,11
Norges geologiske undersøkelse,2024,gold,28
Norges geologiske undersøkelse,2024,hybrid,23
Norges geologiske undersøkelse,2024,hybrid_agreement,9
Norges geologiske undersøkelse,2024,green,4
Norges geologiske undersøkelse,2024,closed,19
Norges geologiske undersøkelse,2025,diamond,1
Norges geologiske undersøkelse,2025,gold,30
Norges geologiske undersøkelse,2025,hybrid,20
Norges geologiske undersøkelse,2025,hybrid_agreement,15
Norges geologiske undersøkelse,2025,green,5
Norges geologiske undersøkelse,2025,deposited,2
Norges geologiske undersøkelse,2025,closed,9
Norges idrettshøgskole,2013,diamond,3
Norges idrettshøgskole,2013,gold,29
Norges idrettshøgskole,2013,hybrid,10
Norges idrettshøgskole,2013,green,79
Norges idrettshøgskole,2013,closed,112
Norges idrettshøgskole,2014,diamond,1
Norges idrettshøgskole,2014,gold,39
Norges idrettshøgskole,2014,hybrid,12
Norges idrettshøgskole,2014,green,56
Norges idrettshøgskole,2014,closed,118
Norges idrettshøgskole,2015,diamond,1
Norges idrettshøgskole,2015,gold,35
Norges idrettshøgskole,2015,hybrid,24
Norges idrettshøgskole,2015,green,64
Norges idrettshøgskole,2015,closed,99
Norges idrettshøgskole,2016,diamond,2
Norges idrettshøgskole,2016,gold,56
Norges idrettshøgskole,2016,hybrid,27
Norges idrettshøgskole,2016,green,83
Norges idrettshøgskole,2016,closed,54
Norges idrettshøgskole,2017,diamond,11
Norges idrettshøgskole,2017,gold,69
Norges idrettshøgskole,2017,hybrid,18
Norges idrettshøgskole,2017,green,73
Norges idrettshøgskole,2017,closed,81
Norges idrettshøgskole,2018,diamond,8
Norges idrettshøgskole,2018,gold,61
Norges idrettshøgskole,2018,hybrid,23
Norges idrettshøgskole,2018,green,94
Norges idrettshøgskole,2018,closed,60
Norges idrettshøgskole,2019,diamond,3
Norges idrettshøgskole,2019,gold,76
Norges idrettshøgskole,2019,hybrid,39
Norges idrettshøgskole,2019,hybrid_agreement,9
Norges idrettshøgskole,2019,green,80
Norges idrettshøgskole,2019,deposited,1
Norges idrettshøgskole,2019,closed,49
Norges idrettshøgskole,2020,diamond,9
Norges idrettshøgskole,2020,gold,86
Norges idrettshøgskole,2020,hybrid,29
Norges idrettshøgskole,2020,hybrid_agreement,34
Norges idrettshøgskole,2020,green,80
Norges idrettshøgskole,2020,closed,42
Norges idrettshøgskole,2021,diamond,5
Norges idrettshøgskole,2021,gold,97
Norges idrettshøgskole,2021,hybrid,23
Norges idrettshøgskole,2021,hybrid_agreement,42
Norges idrettshøgskole,2021,green,82
Norges idrettshøgskole,2021,closed,49
Norges idrettshøgskole,2022,diamond,11
Norges idrettshøgskole,2022,gold,97
Norges idrettshøgskole,2022,hybrid,31
Norges idrettshøgskole,2022,hybrid_agreement,36
Norges idrettshøgskole,2022,green,52
Norges idrettshøgskole,2022,closed,17
Norges idrettshøgskole,2023,diamond,12
Norges idrettshøgskole,2023,gold,78
Norges idrettshøgskole,2023,hybrid,49
Norges idrettshøgskole,2023,hybrid_agreement,39
Norges idrettshøgskole,2023,green,46
Norges idrettshøgskole,2023,closed,23
Norges idrettshøgskole,2024,diamond,8
Norges idrettshøgskole,2024,gold,76
Norges idrettshøgskole,2024,hybrid,58
Norges idrettshøgskole,2024,hybrid_agreement,55
Norges idrettshøgskole,2024,green,47
Norges idrettshøgskole,2024,closed,18
Norges idrettshøgskole,2025,diamond,12
Norges idrettshøgskole,2025,gold,100
Norges idrettshøgskole,2025,hybrid,51
Norges idrettshøgskole,2025,hybrid_agreement,56
Norges idrettshøgskole,2025,green,57
Norges idrettshøgskole,2025,deposited,1
Norges idrettshøgskole,2025,closed,12
Norges miljø- og biovitenskapelige universitet,2013,diamond,9
Norges miljø- og biovitenskapelige universitet,2013,gold,110
Norges miljø- og biovitenskapelige universitet,2013,hybrid,42
Norges miljø- og biovitenskapelige universitet,2013,green,99
Norges miljø- og biovitenskapelige universitet,2013,closed,598
Norges miljø- og biovitenskapelige universitet,2014,diamond,26
Norges miljø- og biovitenskapelige universitet,2014,gold,166
Norges miljø- og biovitenskapelige universitet,2014,hybrid,80
Norges miljø- og biovitenskapelige universitet,2014,green,107
Norges miljø- og biovitenskapelige universitet,2014,closed,566
Norges miljø- og biovitenskapelige universitet,2015,diamond,23
Norges miljø- og biovitenskapelige universitet,2015,gold,199
Norges miljø- og biovitenskapelige universitet,2015,hybrid,58
Norges miljø- og biovitenskapelige universitet,2015,green,101
Norges miljø- og biovitenskapelige universitet,2015,closed,497
Norges miljø- og biovitenskapelige universitet,2016,diamond,20
Norges miljø- og biovitenskapelige universitet,2016,gold,227
Norges miljø- og biovitenskapelige universitet,2016,hybrid,70
Norges miljø- og biovitenskapelige universitet,2016,green,141
Norges miljø- og biovitenskapelige universitet,2016,closed,485
Norges miljø- og biovitenskapelige universitet,2017,diamond,18
Norges miljø- og biovitenskapelige universitet,2017,gold,243
Norges miljø- og biovitenskapelige universitet,2017,hybrid,112
Norges miljø- og biovitenskapelige universitet,2017,green,228
Norges miljø- og biovitenskapelige universitet,2017,closed,394
Norges miljø- og biovitenskapelige universitet,2018,diamond,38
Norges miljø- og biovitenskapelige universitet,2018,gold,246
Norges miljø- og biovitenskapelige universitet,2018,hybrid,109
Norges miljø- og biovitenskapelige universitet,2018,green,233
Norges miljø- og biovitenskapelige universitet,2018,closed,312
Norges miljø- og biovitenskapelige universitet,2019,diamond,27
Norges miljø- og biovitenskapelige universitet,2019,gold,297
Norges miljø- og biovitenskapelige universitet,2019,hybrid,100
Norges miljø- og biovitenskapelige universitet,2019,hybrid_agreement,98
Norges miljø- og biovitenskapelige universitet,2019,green,162
Norges miljø- og biovitenskapelige universitet,2019,closed,260
Norges miljø- og biovitenskapelige universitet,2020,diamond,15
Norges miljø- og biovitenskapelige universitet,2020,gold,387
Norges miljø- og biovitenskapelige universitet,2020,hybrid,82
Norges miljø- og biovitenskapelige universitet,2020,hybrid_agreement,249
Norges miljø- og biovitenskapelige universitet,2020,green,119
Norges miljø- og biovitenskapelige universitet,2020,closed,159
Norges miljø- og biovitenskapelige universitet,2021,diamond,19
Norges miljø- og biovitenskapelige universitet,2021,gold,403
Norges miljø- og biovitenskapelige universitet,2021,hybrid,111
Norges miljø- og biovitenskapelige universitet,2021,hybrid_agreement,218
Norges miljø- og biovitenskapelige universitet,2021,green,103
Norges miljø- og biovitenskapelige universitet,2021,closed,178
Norges miljø- og biovitenskapelige universitet,2022,diamond,23
Norges miljø- og biovitenskapelige universitet,2022,gold,376
Norges miljø- og biovitenskapelige universitet,2022,hybrid,116
Norges miljø- og biovitenskapelige universitet,2022,hybrid_agreement,218
Norges miljø- og biovitenskapelige universitet,2022,green,92
Norges miljø- og biovitenskapelige universitet,2022,closed,150
Norges miljø- og biovitenskapelige universitet,2023,diamond,22
Norges miljø- og biovitenskapelige universitet,2023,gold,382
Norges miljø- og biovitenskapelige universitet,2023,hybrid,111
Norges miljø- og biovitenskapelige universitet,2023,hybrid_agreement,223
Norges miljø- og biovitenskapelige universitet,2023,green,67
Norges miljø- og biovitenskapelige universitet,2023,closed,135
Norges miljø- og biovitenskapelige universitet,2024,diamond,24
Norges miljø- og biovitenskapelige universitet,2024,gold,371
Norges miljø- og biovitenskapelige universitet,2024,hybrid,143
Norges miljø- og biovitenskapelige universitet,2024,hybrid_agreement,248
Norges miljø- og biovitenskapelige universitet,2024,green,68
Norges miljø- og biovitenskapelige universitet,2024,deposited,1
Norges miljø- og biovitenskapelige universitet,2024,closed,126
Norges miljø- og biovitenskapelige universitet,2025,diamond,26
Norges miljø- og biovitenskapelige universitet,2025,gold,345
Norges miljø- og biovitenskapelige universitet,2025,hybrid,189
Norges miljø- og biovitenskapelige universitet,2025,hybrid_agreement,251
Norges miljø- og biovitenskapelige universitet,2025,green,60
Norges miljø- og biovitenskapelige universitet,2025,deposited,17
Norges miljø- og biovitenskapelige universitet,2025,closed,95
Norges musikkhøgskole,2013,gold,1
Norges musikkhøgskole,2013,green,14
Norges musikkhøgskole,2013,closed,10
Norges musikkhøgskole,2014,diamond,4
Norges musikkhøgskole,2014,green,4
Norges musikkhøgskole,2014,closed,11
Norges musikkhøgskole,2015,closed,11
Norges musikkhøgskole,2016,diamond,1
Norges musikkhøgskole,2016,gold,2
Norges musikkhøgskole,2016,hybrid,1
Norges musikkhøgskole,2016,closed,17
Norges musikkhøgskole,2017,diamond,2
Norges musikkhøgskole,2017,hybrid,2
Norges musikkhøgskole,2017,green,11
Norges musikkhøgskole,2017,closed,14
Norges musikkhøgskole,2018,diamond,2
Norges musikkhøgskole,2018,gold,1
Norges musikkhøgskole,2018,green,1
Norges musikkhøgskole,2018,closed,7
Norges musikkhøgskole,2019,diamond,2
Norges musikkhøgskole,2019,gold,5
Norges musikkhøgskole,2019,hybrid,2
Norges musikkhøgskole,2019,green,4
Norges musikkhøgskole,2019,closed,12
Norges musikkhøgskole,2020,diamond,3
Norges musikkhøgskole,2020,gold,2
Norges musikkhøgskole,2020,hybrid_agreement,2
Norges musikkhøgskole,2020,green,7
Norges musikkhøgskole,2020,closed,8
Norges musikkhøgskole,2021,diamond,2
Norges musikkhøgskole,2021,gold,6
Norges musikkhøgskole,2021,hybrid,3
Norges musikkhøgskole,2021,hybrid_agreement,5
Norges musikkhøgskole,2021,green,5
Norges musikkhøgskole,2021,closed,13
Norges musikkhøgskole,2022,diamond,3
Norges musikkhøgskole,2022,gold,9
Norges musikkhøgskole,2022,hybrid,3
Norges musikkhøgskole,2022,hybrid_agreement,1
Norges musikkhøgskole,2022,green,4
Norges musikkhøgskole,2022,closed,6
Norges musikkhøgskole,2023,gold,12
Norges musikkhøgskole,2023,hybrid,3
Norges musikkhøgskole,2023,hybrid_agreement,6
Norges musikkhøgskole,2023,green,2
Norges musikkhøgskole,2023,closed,9
Norges musikkhøgskole,2024,diamond,3
Norges musikkhøgskole,2024,gold,3
Norges musikkhøgskole,2024,hybrid,7
Norges musikkhøgskole,2024,hybrid_agreement,2
Norges musikkhøgskole,2024,green,1
Norges musikkhøgskole,2024,closed,3
Norges musikkhøgskole,2025,diamond,1
Norges musikkhøgskole,2025,gold,8
Norges musikkhøgskole,2025,hybrid,5
Norges musikkhøgskole,2025,hybrid_agreement,5
Norges musikkhøgskole,2025,green,2
Norges musikkhøgskole,2025,closed,7
Norges teknisk-naturvitenskapelige universitet,2013,diamond,72
Norges teknisk-naturvitenskapelige universitet,2013,gold,337
Norges teknisk-naturvitenskapelige universitet,2013,hybrid,94
Norges teknisk-naturvitenskapelige universitet,2013,green,578
Norges teknisk-naturvitenskapelige universitet,2013,deposited,1
Norges teknisk-naturvitenskapelige universitet,2013,closed,2164
Norges teknisk-naturvitenskapelige universitet,2014,diamond,90
Norges teknisk-naturvitenskapelige universitet,2014,gold,416
Norges teknisk-naturvitenskapelige universitet,2014,hybrid,152
Norges teknisk-naturvitenskapelige universitet,2014,green,624
Norges teknisk-naturvitenskapelige universitet,2014,deposited,1
Norges teknisk-naturvitenskapelige universitet,2014,closed,1982
Norges teknisk-naturvitenskapelige universitet,2015,diamond,101
Norges teknisk-naturvitenskapelige universitet,2015,gold,604
Norges teknisk-naturvitenskapelige universitet,2015,hybrid,176
Norges teknisk-naturvitenskapelige universitet,2015,green,762
Norges teknisk-naturvitenskapelige universitet,2015,deposited,1
Norges teknisk-naturvitenskapelige universitet,2015,closed,1956
Norges teknisk-naturvitenskapelige universitet,2016,diamond,104
Norges teknisk-naturvitenskapelige universitet,2016,gold,746
Norges teknisk-naturvitenskapelige universitet,2016,hybrid,196
Norges teknisk-naturvitenskapelige universitet,2016,green,958
Norges teknisk-naturvitenskapelige universitet,2016,deposited,2
Norges teknisk-naturvitenskapelige universitet,2016,closed,1830
Norges teknisk-naturvitenskapelige universitet,2017,diamond,131
Norges teknisk-naturvitenskapelige universitet,2017,gold,874
Norges teknisk-naturvitenskapelige universitet,2017,hybrid,250
Norges teknisk-naturvitenskapelige universitet,2017,green,1811
Norges teknisk-naturvitenskapelige universitet,2017,closed,1137
Norges teknisk-naturvitenskapelige universitet,2018,diamond,189
Norges teknisk-naturvitenskapelige universitet,2018,gold,960
Norges teknisk-naturvitenskapelige universitet,2018,hybrid,312
Norges teknisk-naturvitenskapelige universitet,2018,green,2299
Norges teknisk-naturvitenskapelige universitet,2018,deposited,4
Norges teknisk-naturvitenskapelige universitet,2018,closed,682
Norges teknisk-naturvitenskapelige universitet,2019,diamond,185
Norges teknisk-naturvitenskapelige universitet,2019,gold,1242
Norges teknisk-naturvitenskapelige universitet,2019,hybrid,319
Norges teknisk-naturvitenskapelige universitet,2019,hybrid_agreement,337
Norges teknisk-naturvitenskapelige universitet,2019,green,2038
Norges teknisk-naturvitenskapelige universitet,2019,deposited,1
Norges teknisk-naturvitenskapelige universitet,2019,closed,786
Norges teknisk-naturvitenskapelige universitet,2020,diamond,210
Norges teknisk-naturvitenskapelige universitet,2020,gold,1416
Norges teknisk-naturvitenskapelige universitet,2020,hybrid,401
Norges teknisk-naturvitenskapelige universitet,2020,hybrid_agreement,992
Norges teknisk-naturvitenskapelige universitet,2020,green,1577
Norges teknisk-naturvitenskapelige universitet,2020,deposited,24
Norges teknisk-naturvitenskapelige universitet,2020,closed,666
Norges teknisk-naturvitenskapelige universitet,2021,diamond,212
Norges teknisk-naturvitenskapelige universitet,2021,gold,1827
Norges teknisk-naturvitenskapelige universitet,2021,hybrid,574
Norges teknisk-naturvitenskapelige universitet,2021,hybrid_agreement,1223
Norges teknisk-naturvitenskapelige universitet,2021,green,1503
Norges teknisk-naturvitenskapelige universitet,2021,deposited,26
Norges teknisk-naturvitenskapelige universitet,2021,closed,680
Norges teknisk-naturvitenskapelige universitet,2022,diamond,215
Norges teknisk-naturvitenskapelige universitet,2022,gold,1755
Norges teknisk-naturvitenskapelige universitet,2022,hybrid,614
Norges teknisk-naturvitenskapelige universitet,2022,hybrid_agreement,1155
Norges teknisk-naturvitenskapelige universitet,2022,green,1140
Norges teknisk-naturvitenskapelige universitet,2022,deposited,37
Norges teknisk-naturvitenskapelige universitet,2022,closed,650
Norges teknisk-naturvitenskapelige universitet,2023,diamond,200
Norges teknisk-naturvitenskapelige universitet,2023,gold,1649
Norges teknisk-naturvitenskapelige universitet,2023,hybrid,638
Norges teknisk-naturvitenskapelige universitet,2023,hybrid_agreement,1208
Norges teknisk-naturvitenskapelige universitet,2023,green,930
Norges teknisk-naturvitenskapelige universitet,2023,deposited,76
Norges teknisk-naturvitenskapelige universitet,2023,closed,543
Norges teknisk-naturvitenskapelige universitet,2024,diamond,241
Norges teknisk-naturvitenskapelige universitet,2024,gold,1754
Norges teknisk-naturvitenskapelige universitet,2024,hybrid,686
Norges teknisk-naturvitenskapelige universitet,2024,hybrid_agreement,1316
Norges teknisk-naturvitenskapelige universitet,2024,green,699
Norges teknisk-naturvitenskapelige universitet,2024,deposited,82
Norges teknisk-naturvitenskapelige universitet,2024,closed,625
Norges teknisk-naturvitenskapelige universitet,2025,diamond,279
Norges teknisk-naturvitenskapelige universitet,2025,gold,1769
Norges teknisk-naturvitenskapelige universitet,2025,hybrid,732
Norges teknisk-naturvitenskapelige universitet,2025,hybrid_agreement,1105
Norges teknisk-naturvitenskapelige universitet,2025,green,575
Norges teknisk-naturvitenskapelige universitet,2025,deposited,107
Norges teknisk-naturvitenskapelige universitet,2025,closed,802
Norsk Polarinstitutt,2019,gold,28
Norsk Polarinstitutt,2019,hybrid,8
Norsk Polarinstitutt,2019,hybrid_agreement,9
Norsk Polarinstitutt,2019,green,17
Norsk Polarinstitutt,2019,closed,11
Norsk Polarinstitutt,2020,diamond,2
Norsk Polarinstitutt,2020,gold,44
Norsk Polarinstitutt,2020,hybrid,15
Norsk Polarinstitutt,2020,hybrid_agreement,22
Norsk Polarinstitutt,2020,green,20
Norsk Polarinstitutt,2020,deposited,1
Norsk Polarinstitutt,2020,closed,24
Norsk Polarinstitutt,2021,gold,63
Norsk Polarinstitutt,2021,hybrid,31
Norsk Polarinstitutt,2021,hybrid_agreement,17
Norsk Polarinstitutt,2021,green,13
Norsk Polarinstitutt,2021,closed,16
Norsk Polarinstitutt,2022,gold,78
Norsk Polarinstitutt,2022,hybrid,14
Norsk Polarinstitutt,2022,hybrid_agreement,24
Norsk Polarinstitutt,2022,green,10
Norsk Polarinstitutt,2022,closed,23
Norsk Polarinstitutt,2023,gold,78
Norsk Polarinstitutt,2023,hybrid,23
Norsk Polarinstitutt,2023,hybrid_agreement,27
Norsk Polarinstitutt,2023,green,7
Norsk Polarinstitutt,2023,closed,13
Norsk Polarinstitutt,2024,gold,50
Norsk Polarinstitutt,2024,hybrid,18
Norsk Polarinstitutt,2024,hybrid_agreement,26
Norsk Polarinstitutt,2024,green,9
Norsk Polarinstitutt,2024,closed,7
Norsk Polarinstitutt,2025,gold,76
Norsk Polarinstitutt,2025,hybrid,30
Norsk Polarinstitutt,2025,hybrid_agreement,6
Norsk Polarinstitutt,2025,green,16
Norsk Polarinstitutt,2025,closed,1
Norsk Regnesentral,2013,diamond,1
Norsk Regnesentral,2013,gold,8
Norsk Regnesentral,2013,hybrid,2
Norsk Regnesentral,2013,green,6
Norsk Regnesentral,2013,closed,21
Norsk Regnesentral,2014,gold,5
Norsk Regnesentral,2014,hybrid,6
Norsk Regnesentral,2014,green,3
Norsk Regnesentral,2014,closed,21
Norsk Regnesentral,2015,gold,10
Norsk Regnesentral,2015,hybrid,3
Norsk Regnesentral,2015,green,5
Norsk Regnesentral,2015,closed,26
Norsk Regnesentral,2016,gold,4
Norsk Regnesentral,2016,hybrid,2
Norsk Regnesentral,2016,green,4
Norsk Regnesentral,2016,closed,17
Norsk Regnesentral,2017,gold,8
Norsk Regnesentral,2017,hybrid,3
Norsk Regnesentral,2017,green,5
Norsk Regnesentral,2017,closed,15
Norsk Regnesentral,2018,diamond,2
Norsk Regnesentral,2018,gold,6
Norsk Regnesentral,2018,hybrid,4
Norsk Regnesentral,2018,green,8
Norsk Regnesentral,2018,closed,13
Norsk Regnesentral,2019,diamond,1
Norsk Regnesentral,2019,gold,6
Norsk Regnesentral,2019,hybrid,3
Norsk Regnesentral,2019,hybrid_agreement,1
Norsk Regnesentral,2019,green,8
Norsk Regnesentral,2019,closed,15
Norsk Regnesentral,2020,diamond,5
Norsk Regnesentral,2020,gold,8
Norsk Regnesentral,2020,hybrid,8
Norsk Regnesentral,2020,hybrid_agreement,2
Norsk Regnesentral,2020,green,22
Norsk Regnesentral,2020,closed,8
Norsk Regnesentral,2021,diamond,2
Norsk Regnesentral,2021,gold,17
Norsk Regnesentral,2021,hybrid,9
Norsk Regnesentral,2021,hybrid_agreement,6
Norsk Regnesentral,2021,green,13
Norsk Regnesentral,2021,closed,8
Norsk Regnesentral,2022,diamond,3
Norsk Regnesentral,2022,gold,18
Norsk Regnesentral,2022,hybrid,11
Norsk Regnesentral,2022,hybrid_agreement,10
Norsk Regnesentral,2022,green,13
Norsk Regnesentral,2022,closed,9
Norsk Regnesentral,2023,diamond,3
Norsk Regnesentral,2023,gold,13
Norsk Regnesentral,2023,hybrid,4
Norsk Regnesentral,2023,hybrid_agreement,10
Norsk Regnesentral,2023,green,20
Norsk Regnesentral,2023,closed,8
Norsk Regnesentral,2024,gold,17
Norsk Regnesentral,2024,hybrid,13
Norsk Regnesentral,2024,hybrid_agreement,8
Norsk Regnesentral,2024,green,16
Norsk Regnesentral,2024,closed,4
Norsk Regnesentral,2025,diamond,6
Norsk Regnesentral,2025,gold,12
Norsk Regnesentral,2025,hybrid,6
Norsk Regnesentral,2025,hybrid_agreement,10
Norsk Regnesentral,2025,green,29
Norsk Regnesentral,2025,deposited,1
Norsk Regnesentral,2025,closed,9
Norsk Utenrikspolitisk Institutt,2013,gold,5
Norsk Utenrikspolitisk Institutt,2013,hybrid,1
