institution,year,status,total
Høgskolen i Østfold,2023,closed,68
Høgskolen i Østfold,2024,diamond,38
Høgskolen i Østfold,2024,gold,80
Høgskolen i Østfold,2024,hybrid,34
Høgskolen i Østfold,2024,hybrid_agreement,53
Høgskolen i Østfold,2024,green,16
Høgskolen i Østfold,2024,deposited,1
Høgskolen i Østfold,2024,closed,52
Høgskolen i Østfold,2025,diamond,30
Høgskolen i Østfold,2025,gold,88
Høgskolen i Østfold,2025,hybrid,43
Høgskolen i Østfold,2025,hybrid_agreement,57
Høgskolen i Østfold,2025,green,31
Høgskolen i Østfold,2025,deposited,16
Høgskolen i Østfold,2025,closed,19
Høgskulen for grøn utvikling,2015,closed,3
Høgskulen for grøn utvikling,2018,closed,1
Høgskulen for grøn utvikling,2021,gold,1
Høgskulen for grøn utvikling,2021,hybrid,1
Høgskulen for grøn utvikling,2022,closed,1
Høgskulen i Volda,2013,diamond,5
Høgskulen i Volda,2013,gold,1
Høgskulen i Volda,2013,hybrid,1
Høgskulen i Volda,2013,closed,40
Høgskulen i Volda,2014,diamond,4
Høgskulen i Volda,2014,gold,2
Høgskulen i Volda,2014,green,1
Høgskulen i Volda,2014,closed,34
Høgskulen i Volda,2015,diamond,7
Høgskulen i Volda,2015,green,3
Høgskulen i Volda,2015,closed,38
Høgskulen i Volda,2016,diamond,14
Høgskulen i Volda,2016,gold,6
Høgskulen i Volda,2016,hybrid,1
Høgskulen i Volda,2016,green,1
Høgskulen i Volda,2016,deposited,1
Høgskulen i Volda,2016,closed,22
Høgskulen i Volda,2017,diamond,8
Høgskulen i Volda,2017,gold,7
Høgskulen i Volda,2017,green,4
Høgskulen i Volda,2017,closed,35
Høgskulen i Volda,2018,diamond,12
Høgskulen i Volda,2018,gold,8
Høgskulen i Volda,2018,hybrid,1
Høgskulen i Volda,2018,green,3
Høgskulen i Volda,2018,closed,28
Høgskulen i Volda,2019,diamond,14
Høgskulen i Volda,2019,gold,21
Høgskulen i Volda,2019,hybrid,2
Høgskulen i Volda,2019,green,9
Høgskulen i Volda,2019,closed,28
Høgskulen i Volda,2020,diamond,17
Høgskulen i Volda,2020,gold,31
Høgskulen i Volda,2020,hybrid,2
Høgskulen i Volda,2020,hybrid_agreement,7
Høgskulen i Volda,2020,green,1
Høgskulen i Volda,2020,closed,35
Høgskulen i Volda,2021,diamond,17
Høgskulen i Volda,2021,gold,12
Høgskulen i Volda,2021,hybrid,2
Høgskulen i Volda,2021,hybrid_agreement,11
Høgskulen i Volda,2021,green,4
Høgskulen i Volda,2021,deposited,1
Høgskulen i Volda,2021,closed,20
Høgskulen i Volda,2022,diamond,13
Høgskulen i Volda,2022,gold,43
Høgskulen i Volda,2022,hybrid,3
Høgskulen i Volda,2022,hybrid_agreement,8
Høgskulen i Volda,2022,green,3
Høgskulen i Volda,2022,closed,9
Høgskulen i Volda,2023,diamond,20
Høgskulen i Volda,2023,gold,20
Høgskulen i Volda,2023,hybrid,8
Høgskulen i Volda,2023,hybrid_agreement,12
Høgskulen i Volda,2023,green,9
Høgskulen i Volda,2023,closed,19
Høgskulen i Volda,2024,diamond,20
Høgskulen i Volda,2024,gold,12
Høgskulen i Volda,2024,hybrid,7
Høgskulen i Volda,2024,hybrid_agreement,31
Høgskulen i Volda,2024,green,10
Høgskulen i Volda,2024,closed,6
Høgskulen i Volda,2025,diamond,25
Høgskulen i Volda,2025,gold,26
Høgskulen i Volda,2025,hybrid,6
Høgskulen i Volda,2025,hybrid_agreement,21
Høgskulen i Volda,2025,green,11
Høgskulen i Volda,2025,deposited,1
Høgskulen i Volda,2025,closed,6
Høgskulen på Vestlandet,2013,diamond,22
Høgskulen på Vestlandet,2013,gold,37
Høgskulen på Vestlandet,2013,hybrid,59
Høgskulen på Vestlandet,2013,green,40
Høgskulen på Vestlandet,2013,closed,179
Høgskulen på Vestlandet,2014,diamond,41
Høgskulen på Vestlandet,2014,gold,41
Høgskulen på Vestlandet,2014,hybrid,22
Høgskulen på Vestlandet,2014,green,54
Høgskulen på Vestlandet,2014,closed,170
Høgskulen på Vestlandet,2015,diamond,36
Høgskulen på Vestlandet,2015,gold,68
Høgskulen på Vestlandet,2015,hybrid,32
Høgskulen på Vestlandet,2015,green,37
Høgskulen på Vestlandet,2015,closed,189
Høgskulen på Vestlandet,2016,diamond,59
Høgskulen på Vestlandet,2016,gold,78
Høgskulen på Vestlandet,2016,hybrid,48
Høgskulen på Vestlandet,2016,green,77
Høgskulen på Vestlandet,2016,closed,210
Høgskulen på Vestlandet,2017,diamond,59
Høgskulen på Vestlandet,2017,gold,109
Høgskulen på Vestlandet,2017,hybrid,70
Høgskulen på Vestlandet,2017,green,60
Høgskulen på Vestlandet,2017,closed,226
Høgskulen på Vestlandet,2018,diamond,69
Høgskulen på Vestlandet,2018,gold,118
Høgskulen på Vestlandet,2018,hybrid,57
Høgskulen på Vestlandet,2018,green,75
Høgskulen på Vestlandet,2018,closed,260
Høgskulen på Vestlandet,2019,diamond,74
Høgskulen på Vestlandet,2019,gold,180
Høgskulen på Vestlandet,2019,hybrid,84
Høgskulen på Vestlandet,2019,hybrid_agreement,19
Høgskulen på Vestlandet,2019,green,94
Høgskulen på Vestlandet,2019,closed,246
Høgskulen på Vestlandet,2020,diamond,77
Høgskulen på Vestlandet,2020,gold,206
Høgskulen på Vestlandet,2020,hybrid,54
Høgskulen på Vestlandet,2020,hybrid_agreement,101
Høgskulen på Vestlandet,2020,green,104
Høgskulen på Vestlandet,2020,closed,216
Høgskulen på Vestlandet,2021,diamond,102
Høgskulen på Vestlandet,2021,gold,225
Høgskulen på Vestlandet,2021,hybrid,60
Høgskulen på Vestlandet,2021,hybrid_agreement,131
Høgskulen på Vestlandet,2021,green,118
Høgskulen på Vestlandet,2021,closed,243
Høgskulen på Vestlandet,2022,diamond,101
Høgskulen på Vestlandet,2022,gold,273
Høgskulen på Vestlandet,2022,hybrid,72
Høgskulen på Vestlandet,2022,hybrid_agreement,156
Høgskulen på Vestlandet,2022,green,62
Høgskulen på Vestlandet,2022,deposited,1
Høgskulen på Vestlandet,2022,closed,215
Høgskulen på Vestlandet,2023,diamond,124
Høgskulen på Vestlandet,2023,gold,275
Høgskulen på Vestlandet,2023,hybrid,107
Høgskulen på Vestlandet,2023,hybrid_agreement,138
Høgskulen på Vestlandet,2023,green,51
Høgskulen på Vestlandet,2023,deposited,1
Høgskulen på Vestlandet,2023,closed,119
Høgskulen på Vestlandet,2024,diamond,99
Høgskulen på Vestlandet,2024,gold,253
Høgskulen på Vestlandet,2024,hybrid,88
Høgskulen på Vestlandet,2024,hybrid_agreement,152
Høgskulen på Vestlandet,2024,green,42
Høgskulen på Vestlandet,2024,deposited,2
Høgskulen på Vestlandet,2024,closed,103
Høgskulen på Vestlandet,2025,diamond,118
Høgskulen på Vestlandet,2025,gold,286
Høgskulen på Vestlandet,2025,hybrid,93
Høgskulen på Vestlandet,2025,hybrid_agreement,125
Høgskulen på Vestlandet,2025,green,44
Høgskulen på Vestlandet,2025,deposited,24
Høgskulen på Vestlandet,2025,closed,95
Høyskolen Kristiania,2013,gold,1
Høyskolen Kristiania,2013,green,1
Høyskolen Kristiania,2013,closed,50
Høyskolen Kristiania,2014,gold,7
Høyskolen Kristiania,2014,green,3
Høyskolen Kristiania,2014,closed,33
Høyskolen Kristiania,2015,diamond,2
Høyskolen Kristiania,2015,gold,8
Høyskolen Kristiania,2015,hybrid,10
Høyskolen Kristiania,2015,green,4
Høyskolen Kristiania,2015,closed,53
Høyskolen Kristiania,2016,diamond,3
Høyskolen Kristiania,2016,gold,21
Høyskolen Kristiania,2016,hybrid,6
Høyskolen Kristiania,2016,green,31
Høyskolen Kristiania,2016,closed,60
Høyskolen Kristiania,2017,gold,13
Høyskolen Kristiania,2017,hybrid,4
Høyskolen Kristiania,2017,green,21
Høyskolen Kristiania,2017,closed,60
Høyskolen Kristiania,2018,diamond,4
Høyskolen Kristiania,2018,gold,21
Høyskolen Kristiania,2018,hybrid,7
Høyskolen Kristiania,2018,green,37
Høyskolen Kristiania,2018,closed,75
Høyskolen Kristiania,2019,diamond,6
Høyskolen Kristiania,2019,gold,30
Høyskolen Kristiania,2019,hybrid,19
Høyskolen Kristiania,2019,hybrid_agreement,3
Høyskolen Kristiania,2019,green,34
Høyskolen Kristiania,2019,closed,53
Høyskolen Kristiania,2020,diamond,8
Høyskolen Kristiania,2020,gold,25
Høyskolen Kristiania,2020,hybrid,24
Høyskolen Kristiania,2020,hybrid_agreement,17
Høyskolen Kristiania,2020,green,39
Høyskolen Kristiania,2020,closed,49
Høyskolen Kristiania,2021,diamond,13
Høyskolen Kristiania,2021,gold,56
Høyskolen Kristiania,2021,hybrid,24
Høyskolen Kristiania,2021,hybrid_agreement,31
Høyskolen Kristiania,2021,green,41
Høyskolen Kristiania,2021,closed,38
Høyskolen Kristiania,2022,diamond,7
Høyskolen Kristiania,2022,gold,67
Høyskolen Kristiania,2022,hybrid,21
Høyskolen Kristiania,2022,hybrid_agreement,34
Høyskolen Kristiania,2022,green,27
Høyskolen Kristiania,2022,closed,32
Høyskolen Kristiania,2023,diamond,12
Høyskolen Kristiania,2023,gold,68
Høyskolen Kristiania,2023,hybrid,11
Høyskolen Kristiania,2023,hybrid_agreement,36
Høyskolen Kristiania,2023,green,19
Høyskolen Kristiania,2023,closed,41
Høyskolen Kristiania,2024,diamond,14
Høyskolen Kristiania,2024,gold,59
Høyskolen Kristiania,2024,hybrid,38
Høyskolen Kristiania,2024,hybrid_agreement,25
Høyskolen Kristiania,2024,green,22
Høyskolen Kristiania,2024,closed,48
Høyskolen Kristiania,2025,diamond,20
Høyskolen Kristiania,2025,gold,85
Høyskolen Kristiania,2025,hybrid,33
Høyskolen Kristiania,2025,hybrid_agreement,33
Høyskolen Kristiania,2025,green,30
Høyskolen Kristiania,2025,deposited,7
Høyskolen Kristiania,2025,closed,47
Høyskolen for Ledelse og Teologi,2013,closed,2
Høyskolen for Ledelse og Teologi,2014,closed,2
Høyskolen for Ledelse og Teologi,2015,closed,5
Høyskolen for Ledelse og Teologi,2016,diamond,1
Høyskolen for Ledelse og Teologi,2016,closed,4
Høyskolen for Ledelse og Teologi,2017,diamond,3
Høyskolen for Ledelse og Teologi,2017,closed,1
Høyskolen for Ledelse og Teologi,2018,diamond,2
Høyskolen for Ledelse og Teologi,2018,closed,4
Høyskolen for Ledelse og Teologi,2019,diamond,4
Høyskolen for Ledelse og Teologi,2019,hybrid,1
Høyskolen for Ledelse og Teologi,2019,closed,2
Høyskolen for Ledelse og Teologi,2020,diamond,4
Høyskolen for Ledelse og Teologi,2020,closed,5
Høyskolen for Ledelse og Teologi,2021,diamond,4
Høyskolen for Ledelse og Teologi,2021,gold,2
Høyskolen for Ledelse og Teologi,2021,green,1
Høyskolen for Ledelse og Teologi,2021,closed,5
Høyskolen for Ledelse og Teologi,2022,diamond,2
Høyskolen for Ledelse og Teologi,2022,hybrid_agreement,1
Høyskolen for Ledelse og Teologi,2022,closed,3
Høyskolen for Ledelse og Teologi,2023,diamond,6
Høyskolen for Ledelse og Teologi,2023,gold,1
Høyskolen for Ledelse og Teologi,2023,hybrid_agreement,2
Høyskolen for Ledelse og Teologi,2023,closed,5
Høyskolen for Ledelse og Teologi,2024,diamond,1
Høyskolen for Ledelse og Teologi,2024,closed,4
Høyskolen for Ledelse og Teologi,2025,diamond,7
Høyskolen for Ledelse og Teologi,2025,gold,1
Høyskolen for Ledelse og Teologi,2025,green,1
Høyskolen for Ledelse og Teologi,2025,closed,3
Institutt for energiteknikk,2013,gold,12
Institutt for energiteknikk,2013,hybrid,2
Institutt for energiteknikk,2013,green,24
Institutt for energiteknikk,2013,closed,60
Institutt for energiteknikk,2014,gold,11
Institutt for energiteknikk,2014,hybrid,5
Institutt for energiteknikk,2014,green,20
Institutt for energiteknikk,2014,closed,57
Institutt for energiteknikk,2015,gold,14
Institutt for energiteknikk,2015,hybrid,2
Institutt for energiteknikk,2015,green,27
Institutt for energiteknikk,2015,closed,52
Institutt for energiteknikk,2016,gold,18
Institutt for energiteknikk,2016,hybrid,3
Institutt for energiteknikk,2016,green,23
Institutt for energiteknikk,2016,closed,65
Institutt for energiteknikk,2017,diamond,1
Institutt for energiteknikk,2017,gold,21
Institutt for energiteknikk,2017,hybrid,5
Institutt for energiteknikk,2017,green,44
Institutt for energiteknikk,2017,closed,23
Institutt for energiteknikk,2018,diamond,2
Institutt for energiteknikk,2018,gold,17
Institutt for energiteknikk,2018,hybrid,12
Institutt for energiteknikk,2018,green,56
Institutt for energiteknikk,2018,closed,43
Institutt for energiteknikk,2019,diamond,2
Institutt for energiteknikk,2019,gold,12
Institutt for energiteknikk,2019,hybrid,5
Institutt for energiteknikk,2019,hybrid_agreement,7
Institutt for energiteknikk,2019,green,57
Institutt for energiteknikk,2019,closed,26
Institutt for energiteknikk,2020,gold,23
Institutt for energiteknikk,2020,hybrid,12
Institutt for energiteknikk,2020,hybrid_agreement,24
Institutt for energiteknikk,2020,green,21
Institutt for energiteknikk,2020,closed,52
Institutt for energiteknikk,2021,diamond,1
Institutt for energiteknikk,2021,gold,20
Institutt for energiteknikk,2021,hybrid,25
Institutt for energiteknikk,2021,hybrid_agreement,33
Institutt for energiteknikk,2021,green,13
Institutt for energiteknikk,2021,closed,50
Institutt for energiteknikk,2022,gold,24
Institutt for energiteknikk,2022,hybrid,18
Institutt for energiteknikk,2022,hybrid_agreement,25
Institutt for energiteknikk,2022,green,19
Institutt for energiteknikk,2022,closed,37
Institutt for energiteknikk,2023,diamond,4
Institutt for energiteknikk,2023,gold,46
Institutt for energiteknikk,2023,hybrid,22
Institutt for energiteknikk,2023,hybrid_agreement,45
Institutt for energiteknikk,2023,green,12
Institutt for energiteknikk,2023,closed,35
Institutt for energiteknikk,2024,diamond,5
Institutt for energiteknikk,2024,gold,40
Institutt for energiteknikk,2024,hybrid,18
Institutt for energiteknikk,2024,hybrid_agreement,51
Institutt for energiteknikk,2024,green,18
Institutt for energiteknikk,2024,deposited,2
Institutt for energiteknikk,2024,closed,45
Institutt for energiteknikk,2025,diamond,2
Institutt for energiteknikk,2025,gold,44
Institutt for energiteknikk,2025,hybrid,28
Institutt for energiteknikk,2025,hybrid_agreement,44
Institutt for energiteknikk,2025,green,8
Institutt for energiteknikk,2025,deposited,3
Institutt for energiteknikk,2025,closed,45
Institutt for samfunnsforskning,2013,diamond,1
Institutt for samfunnsforskning,2013,gold,1
Institutt for samfunnsforskning,2013,hybrid,1
Institutt for samfunnsforskning,2013,green,26
Institutt for samfunnsforskning,2013,closed,18
Institutt for samfunnsforskning,2014,diamond,4
Institutt for samfunnsforskning,2014,gold,1
Institutt for samfunnsforskning,2014,hybrid,1
Institutt for samfunnsforskning,2014,green,12
Institutt for samfunnsforskning,2014,closed,20
Institutt for samfunnsforskning,2015,diamond,4
Institutt for samfunnsforskning,2015,gold,3
Institutt for samfunnsforskning,2015,green,9
Institutt for samfunnsforskning,2015,closed,21
Institutt for samfunnsforskning,2016,diamond,8
Institutt for samfunnsforskning,2016,hybrid,3
Institutt for samfunnsforskning,2016,green,20
Institutt for samfunnsforskning,2016,closed,12
Institutt for samfunnsforskning,2017,diamond,12
Institutt for samfunnsforskning,2017,hybrid,8
Institutt for samfunnsforskning,2017,green,16
Institutt for samfunnsforskning,2017,closed,3
Institutt for samfunnsforskning,2018,diamond,4
Institutt for samfunnsforskning,2018,gold,3
Institutt for samfunnsforskning,2018,hybrid,12
Institutt for samfunnsforskning,2018,green,18
Institutt for samfunnsforskning,2018,closed,2
Institutt for samfunnsforskning,2019,diamond,15
Institutt for samfunnsforskning,2019,gold,4
Institutt for samfunnsforskning,2019,hybrid,14
Institutt for samfunnsforskning,2019,hybrid_agreement,1
Institutt for samfunnsforskning,2019,green,19
Institutt for samfunnsforskning,2019,closed,3
Institutt for samfunnsforskning,2020,diamond,8
Institutt for samfunnsforskning,2020,gold,1
Institutt for samfunnsforskning,2020,hybrid,14
Institutt for samfunnsforskning,2020,hybrid_agreement,7
Institutt for samfunnsforskning,2020,green,13
Institutt for samfunnsforskning,2020,closed,2
Institutt for samfunnsforskning,2021,diamond,8
Institutt for samfunnsforskning,2021,gold,4
Institutt for samfunnsforskning,2021,hybrid,11
Institutt for samfunnsforskning,2021,hybrid_agreement,12
Institutt for samfunnsforskning,2021,green,6
Institutt for samfunnsforskning,2021,closed,1
Institutt for samfunnsforskning,2022,diamond,8
Institutt for samfunnsforskning,2022,hybrid,6
Institutt for samfunnsforskning,2022,hybrid_agreement,16
Institutt for samfunnsforskning,2022,green,9
Institutt for samfunnsforskning,2022,closed,2
Institutt for samfunnsforskning,2023,diamond,12
Institutt for samfunnsforskning,2023,gold,2
Institutt for samfunnsforskning,2023,hybrid,9
Institutt for samfunnsforskning,2023,hybrid_agreement,22
Institutt for samfunnsforskning,2023,green,2
Institutt for samfunnsforskning,2023,closed,1
Institutt for samfunnsforskning,2024,diamond,9
Institutt for samfunnsforskning,2024,gold,3
Institutt for samfunnsforskning,2024,hybrid,9
Institutt for samfunnsforskning,2024,hybrid_agreement,22
Institutt for samfunnsforskning,2024,green,4
Institutt for samfunnsforskning,2025,diamond,15
Institutt for samfunnsforskning,2025,gold,5
Institutt for samfunnsforskning,2025,hybrid,18
Institutt for samfunnsforskning,2025,hybrid_agreement,20
Institutt for samfunnsforskning,2025,green,3
Institutt for samfunnsforskning,2025,closed,1
Kompetansesenteret Tannhelse Midt,2025,gold,19
Kompetansesenteret Tannhelse Midt,2025,hybrid,5
Kompetansesenteret Tannhelse Midt,2025,hybrid_agreement,1
Kompetansesenteret Tannhelse Midt,2025,green,1
Kompetansesenteret Tannhelse Midt,2025,closed,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2013,green,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2013,closed,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2014,green,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2015,diamond,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2015,gold,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2015,hybrid,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2015,closed,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2016,closed,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2017,diamond,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2017,green,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2018,green,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2018,closed,5
Kriminalomsorgens høgskole og utdanningssenter KRUS,2019,diamond,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2019,closed,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2020,gold,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2020,hybrid,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2020,hybrid_agreement,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2020,green,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2020,closed,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2021,diamond,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2021,gold,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2021,hybrid_agreement,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2021,green,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2021,closed,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2022,diamond,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2022,gold,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2022,hybrid_agreement,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2022,green,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2022,closed,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2023,diamond,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2023,gold,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2023,hybrid,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2023,hybrid_agreement,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2023,closed,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2024,diamond,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2024,gold,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2024,hybrid,1
Kriminalomsorgens høgskole og utdanningssenter KRUS,2024,hybrid_agreement,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2024,closed,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2025,diamond,2
Kriminalomsorgens høgskole og utdanningssenter KRUS,2025,gold,3
Kriminalomsorgens høgskole og utdanningssenter KRUS,2025,hybrid_agreement,9
Kriminalomsorgens høgskole og utdanningssenter KRUS,2025,closed,1
Kunsthøgskolen i Oslo,2013,green,1
Kunsthøgskolen i Oslo,2014,closed,1
Kunsthøgskolen i Oslo,2016,gold,1
Kunsthøgskolen i Oslo,2016,closed,1
Kunsthøgskolen i Oslo,2017,gold,1
Kunsthøgskolen i Oslo,2018,diamond,2
Kunsthøgskolen i Oslo,2018,closed,1
Kunsthøgskolen i Oslo,2019,closed,2
Kunsthøgskolen i Oslo,2020,hybrid_agreement,1
Kunsthøgskolen i Oslo,2021,gold,1
Kunsthøgskolen i Oslo,2021,hybrid_agreement,1
Kunsthøgskolen i Oslo,2021,closed,2
Kunsthøgskolen i Oslo,2022,diamond,1
Kunsthøgskolen i Oslo,2022,gold,2
